data,category
"Achieved State First Rank in Second Language (Sanskrit) in Secondary School Education
",No_Label
"School 3rd in Higher Secondary School Education
",No_Label
"Captained football teams in School and Corporate tournaments
",No_Label
"Ajay Shyam, Chartered Accountant
",No_Label
"Key Assignments - EY
Internal Audit / Process Reviews:
Led the Process Reviews of a Global Supply Chain Solutions provider and it's subsidiaries across various
business models in India, UK and US (~ $7 Billion) The combined value delivered was over $ 20 Million in
financial benefits through development of a comprehensive revenue assurance framework, identification
of cost savings by restructuring transportation models / optimizing asset utilization and remediation of
revenue leakages
Managed the Internal Audit project for a fast growing IT / ITES Company in India, US and Philippines. (~$
200 Million). The reviews resulted in setting up of a) Procurement Framework including Procurement
policies and Supplier evaluation mechanism; b) Integrated HR and Payroll system c) Revenue recovery of
over $ 500 K d) Compliance Framework
Led the Internal Audit of a leading end to end Supply Chain Solutions Provider in the Information
Technology and Digital Life Style Products space. (~ $5 Bil) This assignment including delivering Board
Evaluation reviews and Management Dashboards (through Power BI) for the company and it's subsidiaries.
SOX / IFC Reviews:
Lead Manager (multinational team of over 40 team members) for the Sox Reviews spanning across
multiple offices in Europe, Asia and US of a leading foods company for processes covering Revenue, Fixed
assets, Procure to Pay, Trade and Marketing and Payroll. (~$26 Billion)
Led the engagement team in the review of Internal Audit / Internal Financial Controls across various
processes at India's leading commercial vehicles manufacturer. The review resulted in revamping their
control library and enhanced assurance over their control framework. (~$3 Billion)
Enterprise Risk Management :
• Led the development and revamping of the ERM Framework for India's largest Healthcare / Hospital Chain.
(~$3 Billion)
Supported development ERM framework including drafting of Risk Management Policy and compiling a
risk register for a leading renewable energy company globally. (~$500 Million)
",No_Label
"Other reviews:
",No_Label
".
",No_Label
"Supported implementation of business process transformation of the costing function - restructuring the
costing framework and defining the to be process flow for a leading auto-component manufacturer. (~ $
300 Million)
• Led the process implementation of the Goods and Services Tax (GST) across different companies in the
Automotive, Logistics and IT distribution industries.
Presently leading the transformation of the Revenue Assurance function for India's largest Healthcare /
Hospital Chain. This review including transforming the Revenue Function, developing Revenue
Dashboards, identifying automation opportunities and supporting implementation of Cost Savings.
",No_Label
"Key Assignments - SPA Auditing
",No_Label
"Led the process study and reviews of cost functions for key business processes for a major global FMCG
Company, for their subsidiaries based in Dubai.
Set up accounting and internal control framework for a start up company and provision of accompaniment
and monitoring support till the systems are fully operational across UAE and Egypt.
Conducted Retail Audits, including Stock Audits, Retail Scheme Mapping for one of the leading mobile
phone manufactures for their Middle East and Africa region.
",No_Label
"Soji Somanath
",Personal
"Telephone: +91 9884464238
",Personal
"Email : sojinath@gmail.com
",Personal
"Professional Snapshot
",No_Label
".
",No_Label
"An astute professional with 13 years of experience in Investment banking operations, Project Management
and Team Management.
Customer focused and committed to provide high quality service
Acquired end to end transaction processing knowledge in Investment Banking Securities Operations.
Demonstrated excellence in determining & formulating policies and business strategies and requirements.
Have lead and completed three successful process migrations.
In depth knowledge in products and concepts within asset servicing covering both Equity and Fixed Income
products.
",Skills
".
",No_Label
".
",No_Label
"Work Experience
",No_Label
"HSBC INDIA PVT LTD, BANGALORE
ASSISTANT VICE PRESIDENT, ASSET SERVICING (FROM MAY 2018 – TILL DATE)
Joined as part of the pilot batch of Asset Servicing team in Bangalore. The process includes Coupon and
Dividend processing, Mandatory and Voluntary Corporate actions and Processing Counter Party claims.
Fully Managed the new process migration, coordinated the training, worked with the migration team to
complete documentation and post migration reviews and signoffs.
Worked with the central management team for the infrastructure setup, vendor agreements etc.
Managed the whole team of 40 for 6 months until another AVP joined.
Through the standardisation of the process contributed to department's efficiency targets
Made sure good talents are recognised by getting 3 promotions within the team in short span.
Got trained and performed the daily bau tasks to support the team whenever required.
",Work_Experience
".
",No_Label
".
",No_Label
"BARCLAYS SHARED SERVICES PVT LTD, CHENNAI
ASSISTANT VICE PRESIDENT, ASSET SERVICING (FROM JULY 2012 – JAN 2018)
Joined Barclays as a Team Manager in 2012 and got promoted as AVP in 2015.
Managed the Asset servicing team of 15 which takes care of processing all kinds of mandatory corporate
actions along with supporting the oversight team in voluntary corporate actions.
Working along with the top management in implementing short / long term plans, managing teams with
focus on excelling business targets & project deliveries.
Part of the Client Focus and Stakeholder Management group.
Have achieved over and above the target of 1.5 fte efficiency save for the year.
Successfully migrated a process to the third party and managed to re deploy all the employees to other teams.
BCM spoke responsible for formulating the BCM plan for the department and effectively coordinated two real
BCM situations.
Responsible for the Risk forum and worked closely with the risk team to ensure the department are fully
updated and complaint on any regulatory changes and firm's policy changes.
",Work_Experience
".
",No_Label
".
",No_Label
".
",No_Label
".
",No_Label
".
",No_Label
".
",No_Label
"As part of the Client Service Forum responsible for ensuring Department wide Client SLAs are met.
Updating and publishing to the top management, weekly and monthly MIS and OPS data for projects and BAU
activities.
Received appreciation from stake holders during the process migration for being the single point of contact,
managing and coordinating the training for the complete team and helping the team to review and complete
sop documentation.
Effectively coordinated the Stock Hub testing and conducted training on stock shortfall and CASS.
",No_Label
".
",No_Label
"JP MORGAN Services India Pvt. Ltd, Bangalore
Operations Analyst (From April 2007 – June 2012)
Part of the pilot team to migrate the Corporate action process from US.
Managed the Corporate action process in the absence of the manager.
Investigating with internal teams and brokers on failing trades, Depot and stock breaks.
Gathering details and notifying Prime brokerage clients on various upcoming corporate actions.
Processing the swifts received from various Agent banks and sending out voting notifications to clients.
Identifying valid coupon payables/receivables on various repo and cash trades and processing coupon
payments.
Investigate and resolve the claims if there is any disagreement with counter parties.
Client Money calculation/segregation.
Part of Risk and control forum for IB Securities Operations and had involved in various risk projects for the
entire Sec ops like SOP verification, System audits, Consolidation and review of error templates and
coordinating Risk trainings for sec ops etc.
Was part of the internal Audit team for conducting various internal system and process audits.
",Work_Experience
".
",No_Label
"O
",No_Label
".
",No_Label
"Education Details
",No_Label
".
",No_Label
"M.B.A from Indian Institute of Planning and Management, Bangalore. Specialized in Marketing and Finance
B.Com from D B Pampa College, Kerala with 61%
",Education
".
",No_Label
"Pre Degree from D B Pampa College, Kerala with 57%
",Education
"Personal Details
",No_Label
"Date of Birth: 11th May 1983
Address: Devikripa, Parumala P.O., Thiruvalla, Pathanamthitta (Dist), Kerala.
Languages Known: English, Malayalam, Hindi
Contact Details:- Mobile - 9884464238
Email: sojinath@gmail.com
",Personal
"ALFINA MAJEED
",Personal
"AM
",No_Label
"SENIOR PROCESS ASSOCIATE
",No_Label
"PROFESSIONAL PROFILE
",No_Label
"+91 763-905-5633
",Personal
"A skilled accountant with more than four years of experience in Hedge fund accounting with
extensive knowledge of financial service industry in administration of hedge funds account
types and practiced in critical analysis of various transaction workflows details in support of
process improvement. Collaborate effectively with business clients to resolve variances and
identify opportunities for improvement
",No_Label
"Alfinamajeed@mail.com
",Personal
"EXPERIENCE
",No_Label
"Kerala
",Personal
"in
",No_Label
"Senior Process Associate
Bank Of Newyork Mellon (BNY), Chennai | 2016 - Present
",Work_Experience
"Linkedin.com/in/
Alfina Majeed
",No_Label
"Taking ownership for all deliverables being sent out by team and cluster with various review
check. Investigating and undertaking key issues, providing clear and concise
recommendations and solutions
",No_Label
"SKILLS
",No_Label
"NAV Calculation
",Skills
".
",No_Label
"Internal Auditing
",Skills
"Capital Gain Tax computation
",Skills
".
",No_Label
"Expense processing
",Skills
"Process automation
",Skills
".
",No_Label
"Migrated different fund families (NAV accounting) from the Onshore SMEs to
Chennai and made a stable base for the funds.
Involving in allocation transition and account set up process
Assist in supervising a team of fund accountants in all aspects of fund
administration
Hedge fund accounting and Financial Reporting: Accurate, timely processing and
review of hedge fund financial reports and trades including complex instruments
and reconciliation of client portfolios with various custodians.
Ensured accurate “Pricing” of securities by using an approved pricing service and
guidelines provided by investment managers
Prepared and reviewed internal audit packages for external audit purposes
Perform call-backs as necessary to authenticate clients' and investors' instructions
Ensure accuracy of funds' trades, cash transactions and corporate actions and verify
securities' prices to properly value portfolios
Research and deliver specific client requests such as daily net asset value impact of
late trades and reconciliation of portfolio holdings
Experience with Bloomberg and IDC
",No_Label
"Financial reporting
",Skills
".
",No_Label
"Team management
",No_Label
".
",No_Label
"Adaptability
",No_Label
".
",No_Label
"EDUCATION
",No_Label
"Fund administrator
",Work_Experience
"Bank Of Newyork Mellon (BNY), Chennai | 2014–2016
",Work_Experience
"MASTER'S DEGREE
Business Administration
Vellore Institute of Technology (VIT)
2012 – 2014
",Education
".
",No_Label
"BACHELOR OF COMMERCE
With Computer Applications
MG University, Kerala
2009 – 2011
",Education
"Portfolio reconciliation between custody and accounting, the US Hedge Funds
Manually processing fund trades and Position reconciliation
Prepare Consolidated Income Statement, Balance Sheet and FAS 157 Statements
Processed expenses like admin fee, management fee,delloite tax expenses
Prepared month end rec reconciliation between IM, Accounting and custody
",No_Label
".
",No_Label
"AM
",No_Label
"BasilHR Advisory is a premier people consulting firm Co-Founded by (Dr. Vikas Shirodkar, IIM C-Alumni and an eminent HR
Stalwart APAC Level). We Primarily work with select clients in the following areas:
",No_Label
"Organizational Capability Building, Talent Management, Employee Engagement & Employee Relations.
",No_Label
"AGM - Strategic HR (3 SBUs, 07 Mfg. Units, 2500 + Workforce 1 Subsidiary)
Feb 2017 - Sep 2017
Deepak Nitrite Limited, Baroda - India
ROLE FOCUS - Drive Strategic HR & Corporate Policies across SBUs to strengthen & Partner with Senior Management Executives for
Leadership Pipeline & Development, making Deepak Group future ready in terms of HR Capabilities & People Practices.
",Work_Experience
"This role forms a critical part of the Senior Management Team and takes on the leadership of a diverse portfolio of Group's
Strategic functions including Driving People Agenda & Culture, Communication Talent Management, OD Interventions, AC
DC, Learning & Development, Leadership & Competency Development, Talent Pipeline, PMS, Leadership Hiring, Diversity &
Engagement Initiatives that supports the company's Corporate Office, SBUs and Manufacturing Operations across Pan India
with a total base of 2000 + workforce (including Green Field Project @ Dahej). Additionally, part of Executive Steering Team
to establish Human Resources Function & Support for Leadership Hiring for Green Field Project of Deepak Phenolics Limited.
",No_Label
"June 2011 - August 2016
",Work_Experience
"HR Advisor (India & Middle East)
Global HR & Management Consultants FZE, Mumbai- India
ROLE FOCUS - Establish & Grow Outsourced HR Accounts with a Complete P&L Responsibility
",Work_Experience
"Independently managed HR Projects from Concept to Finish (Business Development, Sales and Project Execution ) for our
various Clients in India and Middle East such as HR Consulting (Systems & Processes), Talent management Practices,
Leadership & Management Development ,CXO Hiring / L&D Framework (Complete Loop)/Assessments, Building HR Road
map for startups and medium to large size organizations in India & Middle East and need based projects. Achieved Gross
Sales of 7 Crores (INR) from Indian and Middle East Clients, particularly in HR Consulting & Outsourced Space. Received Best
Account Leader award and Promoted to the Rank of HR Advisor.
",No_Label
"Clients – Engineering Utilities, FM, Shipyard, FMCG, Retail, Pharmaceuticals, ITes, Constructions, Steel, Trading etc.
",No_Label
"1
",No_Label
"Corporate HR Manager (Pan India)
",Work_Experience
"Oct 2009 - May 2011
",Work_Experience
"Allana Sons Limited (IFFCO Group), Mumbai, India
ROLE FOCUS - Accountable to set up Corporate HR Initiatives across Units and Create a Culture of Learning thru State-of-the-Art Learning &
Development Initiatives across India for Argo & Retail Businesses.
",Work_Experience
"a
",No_Label
"Achieved a Promotion from Training Manager to Corporate HR Manager (with a Pan India responsibilities) within 9 months of
joining. Spearheaded new web-based performance management system resulting in a 65 % increase in management usage.
Designed & Launched the Employee Handbook & Corporate Induction Dossier in Allana & re-aligned HR Policies and
Processes across the group. Initiated Talent Management initiatives (Attrition analysis and Action plan on the same for M2 &
above cadre). Independently handled across the group First Phase of Performance Management system (Objective setting,
orientation to all on the same and KRA finalization). Revamped Sales HR Processes for Retail & Confectionary Businesses.
Carried out Employee Development Initiatives including Training Needs Identification across the group and 17 plants, Rolling
out of Training Calendar and Identification of Training Resources. Group HR Chief Co-ordinator for Implementation of Oracle
ERP (India & UAE Businesses) along with Fujitsu Consulting (IT Implementation Partners). Made Business HR Partner for
Launch of Allana Retail Division for India Region.
",No_Label
"Manager - HR
",Work_Experience
"May 2006 — Sept 2009
",Work_Experience
"ICI Paints India Ltd., Navi Mumbai (MS) - India)
ROLE FOCUS - Establish & Drive smooth HR & IR Practices at TPW Factory, Thane
",Work_Experience
"Independent charge of Factory HR & additional charge of R&D Lab & Sales HR for Western Region (BRO) with a headcount
of 210 Personnel for Complete Employee Life Cycle administration. Initiated and successfully convinced the Management to
run SDT Concept @ Shop Floor (which is a part of OD Interventions) and successfully completed 3 Batches as a Sample run to
establish the innovative shop floor practices by Union participation thereby hitting high on OTIF Rate & Introduced MOP Labs
– Measure of Performance, Fun@work to enable a Win-Win formula for complete harmony and managing TPW Objectives
with Strong External Union. Refurbished the entire HR Processes for Sales HR force in the region and created a robust
databank & Candidate Pipeline for Sales force including Networks, tie-ups & Social Media usage. Benchmarked & Signed
MOU with the external union and brought-in two extra working days during festive season, which resulted the production
raise by 3400 Litres of Paint and ensured strong impact to OTIF at TPW. Instrumental in designing and conceptualizing
Quarterly Performance Review called ""People Review"" program for sales force in the region. Successfully carried out OD
Interventions- Gallup Employee Engagement Survey and increased the Gallup Score to 3.54 from 2. 97. Facilitated the of Pan
India Sales Leader's HR Development Program in consultation with Corporate HR. Systematically worked out success on
Controlling Absenteeism below 4 % during Peak Production. Contributed and Supported SHE Policy adherence for overall
Plant and Employee's Safety at TPW Site.
",No_Label
"Assistant Manager - HR
",Work_Experience
"Sept 2005 – April 2006
",Work_Experience
"Ispat Industries Limited, Dolvi (Raigad) & CBD Belapur, Navi Mumbai
ROLE FOCUS - Aggressive Recruitment strategy and execution for Manpower Ramp up.
",Work_Experience
"Independently sourced, screened and recruited Technical and Managerial personnel for Dolvi and Kalmeshwar Unit totalling
315 Vacancies within a lead time of 45 days and saved around 1.89 Crore. (Hired through Social Media and Personal
Network). Successfully designed and implemented various Recruitment Metrics and Sound approaches for effective
Recruitment and Selection. Increased background screening compliance 43% amongst new recruits and lateral hires by
deploying a new, web-based system.
",No_Label
"Assistant Manager – HR & Training
",Work_Experience
"July 2001 – Sept 2005
",Work_Experience
"VV F Limited; Mumbai – India
ROLE FOCUS - Formative years of experience into Generalist HR, Recruitment, Green Filed HR - (100 % EOU Unit), Training and IR domains.
",Work_Experience
"Additional Role of Corporate Recruitment & Training domain. Conceptualized, Designed and launched Training & Development cell
including drawing up Annual Training Plan and conducting of soft skill progs @ Managerial level up to 3500 Man-hours. Saved
around 17 lacs INR for getting head hunted and closed 11 key positions in the company. Part of Green Field Project for Taloja New
Unit (Fatty Alcohol Facility) which majorly includes Recruitment & Selection of Operatives and Managerial Staff totalling to 73
numbers and managing IR Issues
",No_Label
"sit
",No_Label
"2
",No_Label
"CAREER'S MAJOR ACHIEVEMENTS & HIGH VISIBILITY ASSIGNMENTS
",No_Label
"D
",No_Label
"Entrusted with an additional charge of heading Complete Corp HR for Deepak Phenolics Ltd within 3 months of joining,
nominated for ""Future Potential Leader” by Deepak Nitrite Management & undergone a comprehensive Leadership
Assessment & Development Centre, conducted by Thomas Profile International Team. Part of Mission 234 @ Deepak Nitrite
(Consulting Partner - Boston Consulting Group).
",No_Label
"D
",No_Label
"-
",No_Label
"CxO - Leadership Hiring - Instrumental for On-boarding within 35 days from the date of mandate for CEO (Specialty Business)
& EVP - Corporate Strategy at Deepak Nitrite Limited (Talent Acquisition through Social Media Network and Dealt with
Top 5 Executive Search firms - Spencer Stuart & Stanton Chase.
",No_Label
"Generated cost savings of 1500000 INR annually through supporting remote based HR department from corporate office at
one of our client sites in Mumbai for their Noida Facility. Revisited ISO 9000 Process and got Zero -NC (External Audit).
",No_Label
"Successfully Implemented Recruitment & Selection Metrics and Refined Recruitment Policy @ WVF Limited & two of the
reputed client's site. Redesigned HR Global Recruiting model and strategy which improved the quality of candidates, as well
as saved $1 Million in the first year of implementation. (INR 7,07,65,000). Developed Comprehensive On-Boarding Dossier
and retention management training that reduced turnover by nearly 23% in key positions
",No_Label
"D
",No_Label
"Designed, Launched Performance Management Systems (Complete Loop - Goal Setting, Calibration, Normalization, Ratings &
Yearly Rewards & Increments, IDPs etc) Prepared Manager's Tool Kit Concept (Job Family, Job Role, Role Acceptance,
KRA, KPI & Reporting Structure, Mgt Expectations from Incumbent, BEM Time.) Initiated the concept of “Break Even
Manager “@ Redco Almana, Qatar. People Review method -Instrumental in execution of web-based PMS systems for
Mgt Cadre @ Allana & DNL. Credited with a Concept of “Performance Achievement Framework""
",No_Label
"-
",No_Label
"Led PCDP for almost 6 years @ various places – People Capability Development Program (Complete Training Loop -TNI, TNA,
Rollout of Annual Training Calendar and Budget Approval) for a Chemical Manufacturing & Retail Set up in Mumbai,
including tie-ups with Leading B Schools for running Leadership Development and Successfully built & executed a Robust
Training Effectiveness Module based on ADDIE Model (reached at Level 3 of Learning Effectiveness).
",No_Label
"Implemented Talent Management Framework for a leading Japanese MNC client based on the 3 days Employee Offsite
LSIP Workshop takeaways. Identified Hi-Pots Assessment through Thomas Profiling Instruments and Development Centres
@ Deepak Nitrite
",No_Label
"O
",No_Label
"Employee Engagement - Undertook Attrition Analysis Project on a Pan India along with Ex-Employee Feedback to gauge the
Executive exodus with action plan at Allana India.Improved retention 30% by developing and implementing a compensation
system with established salary ranges for all SBU Managerial positions.
",No_Label
"Architected Leadership Development Initiatives in consultation with Aon Hewitt & SHL (CEB Assessments) which includes 360°
Executive Competency Feedback, Competency Dictionary Evolution (For SMC Level) & Built a Competency Based Leadership
Assessments & Development Initiatives with a targeted talent pool. Conducted Company skills gap analysis and individualized
development plans for all positions at DNL and Allana India
",No_Label
"O
",No_Label
"Overseen HR Integration Management @ Client site – Food Ingredient Sales Unit, UAE & Shipyard, India. Manage due
diligence and integration with Diversified Group in Doha which expanded its presence to LEVANT Regional presence from 2 to
07 Offices and Sales Branches.
",No_Label
"O
",No_Label
"Introduced OD Interventions such as – FGDs, Employee Pulse Survey, Gallop Q12, Launched Comprehensive Trainee
Scheme for Redco Almanas & Deepak Nitrite and at client sites. Worked closely with Vice Chairman on Strategizing the
Vision / Mission Statement as part of OD Platform-Large Scale Intervention.
",No_Label
"O
",No_Label
"Customized Career Progression and Manager ""Fast Track"" programs that developed our management team and increased
company over-all talent pool by 27%.
",No_Label
"Implemented Matrix Structure @ Yard. Creation of SBU Based Structure & administered the reporting lines @ Allana Retail
and Chemical Industry – Client site.
",No_Label
"D
",No_Label
"Exhibited Dynamic Leadership Capability during Volatile IR Situation - Shramik Sena Union @ ICI Paints, Shipyard @ Gujarat,
SoS Issues @ WVF Limited, Taloja Green Field Project. Developed employee relations created history by converting militant
minded Union Office Bearer to a Supervisory level personnel at ICI Paints
",No_Label
"3
",No_Label
"CORE SKILL SETS
",No_Label
"Recruitment, Selection &
Workforce Plans
Recruited over 650+ Managerial &
1900 Blue Coloured and 340 Staffing
Workforce & Org. Design Projects.
",No_Label
"Psychometric Test Administration
Administered @ Deepak Nitrite Ltd.
Allana India, Redco Group & Client
Sites more than 300 + PPA, DISC
Profiling Test.
",No_Label
"Setting Up HR Systems & Process
Including HR Scan, Pain Diagnostic &
HR Audit. Successfully executed at
FM Division, Allana Retail, Allana
India & Stat-Ups at Client Sites.
",No_Label
"Performance Management & IDP
",No_Label
"Learning & Development
Conceptualised, Executed Complete
Training Loop including ADDIE Based
Training ROI and Virtual Learning
Academy at Deepak Nitrite, ICI
Paints, Allana India & Client Sites.
",No_Label
"Developed and Implemented at DNL,
ICI Paints and Client Sites including
Job Families, Job Analysis, Job
Evaluation, Writing JDs, Goal Setting,
KRAS & KPIs, IDPs, Final Roll-out.
",No_Label
"Talent Management Framework
Designed & Executed @ Allana
Retail, Allana India & Client Sites
(Including All Four Elements of TM
and Hi-Pots Identification, Employee
Development Scenario)
",No_Label
"Assessment & Development Centre
",No_Label
"Leadership Practices
",No_Label
"Leadership Hiring
Through Stanton Chase & Spencer
Stuart made successful C Suite at
CEO, COO & EVP Strategy Head &
Network Hiring for SBUs'.
",No_Label
"Designed & Co-Conducted for
Deepak Nitrite and Redco Almana
Group along with AON & Thomas
Assessments.
",No_Label
"Leadership Development, Leadership
Pipeline, Young Leaders Program,
Young Managers Coaching, Mentoring
& Succession Management. Strength-
Finder Framework by Gallup
",No_Label
"HR Strategy, OD Interventions & Consulting
",No_Label
"Sound ability to draw up HR Road Map / Blue Print, HR Dashboards, HR Analytics , Start-Up HR Phase Execution,
HR Scan, Pain Diagnostics, HR Audits & Action Plans, Campus Dossier, Employer Branding , Initiating Quality
Circles, OD Interventions such as LSIP, FGDs, SDT, People Engagement Strategies, Surveys, Open House, Town
Hall Meetings & Gallup Recommendations, Dipstick Approach and Action Plans, ER Dynamics Management on a
Pan India basis.
",Skills
"Q12
",No_Label
"(Carried out these projects in my corporate stints and consulting assignments across industries and sectors in India & Middle East.)
",No_Label
"MY ENABLERS
",No_Label
"EXPERINCE READINESS, PERSONAL VALUES & SKILLS, ORGANISATIONAL SAVVY & RELATIONSHIPS MANAGEMENT
",No_Label
"PERSONAL
",No_Label
"Date of Birth: July - 29th, 1973. Zodiac Sign: Leo Gender: Male. Marital Status: Married & Blessed with a son
I can speak, read & write - English, Marathi, Hindi, Urdu & Arabic
Proficient in Operating MS Windows 10.
Interests: Social Strategist, Plays Cricket, Teach, Read Management, Strategy & Human Behaviour.
Thomas PPA Profile: High I, High D Low S Low C.
Co-ordinates - +91 829 120 7 125, yunus.hayat@gmail.com, linkedin.com/in/yunuskhan
",Personal
"ASSOCIATION
",No_Label
"SHRM, NIPM, NHRD.
",No_Label
"PROFESSIONAL REFRENCES
",No_Label
"COMPENSATION DETAILS
",No_Label
"Dr. Vikas Shirodkar
Prof. (Dr) R P Mohanty
Mr. Desh Deepak Misra
Mr. Sayed Shafkat
",No_Label
"Co-Founder & Director, BASILHR Advisory Services, Mumbai
Ex Dir HR – ACC Cements Limited, Mumbai, Dean, ICFAI University
Managing Director & COO, Shalina Healthcare Limited, Mumbai
HR Director, ServeU LLC (a Union Properties Group Co.) Dubai, UAE
",No_Label
"CTC P.A:
Variables:
Exe. Perks
",No_Label
"INR 35 lacs
25 % of Fixed Salary
Co. Car, Fuel, Mediclaim,
Accident Ins, Hsg Subsidy etc
",No_Label
"4
",No_Label
"NISHITH KUMAR
5033, Sobha Jasmine, Green Glen Layout, Bellandur, Bangalore | +91-(981)-961-6348 | nishi.iitd@gmail.com
",Personal
"EDUCATION
",No_Label
"New Delhi, India
May 2008
",No_Label
"Indian Institute of Technology (IIT), Delhi
Integrated M. Tech. in Mathematics & Computing
",Education
"Executive Program in Algorithmic Trading
",No_Label
"QuantInsti, Mumbai
",No_Label
"DataCamp, 2018
IBM/Simplilearn, 2019-20
Udemy, 2019-20
Udemy, 2019-20
IBM/Simplilearn, 2019-20
IBM/Simplilearn, 2019
",No_Label
"Machine Learning Certification
Advanced Machine Learning Certification
Deep Learning & Machine Learning A-Z
Deploying Machine Learning Models
Big Data and Hadoop
Tableau 10 Certification
",No_Label
"Financial Certifications
• National Stock Exchange's Certifications in Equity Research, Fixed Income Money Market & Derivatives (97%), Mutual Funds,
Securities Market (89%), Derivatives Market (88%).
",No_Label
"PROFESSIONAL EXPERIENCE
",No_Label
"Goldman Sachs
Bangalore, India
Vice President, Delta One Strats (Data Science / Quant Analysis)
Augʻ18-Present
Client Interest Prediction ML Model
• Purpose: Provide best real-time fills to live orders using Machine Learning model trained on clients' historical trading data
The Client Interest Prediction model aims at providing quick real-time matches for client orders. By training itself on client's historical
holdings and recent trading interests, as well as liquidity/price volatility of stocks, the model scores the clients' interest using Deep Learning
techniques. Depending on actual actions taken by sales traders based on these scores, the model further trains and improves itself daily,
facilitating more targeted and effective sales pitches for the desk.
• Models/Tools: Neural Networks, Gradient boosting decision trees, Factorization machine, Python, Java, Tableau (EDA)
• Performance: +12% order leads QoQ / +133% hit rate for top 5 stocks / +183% hit rate of top 5 predictions per client
",Work_Experience
"0
",No_Label
"P&L/Flow Analytics
Setup critical metrics/KPIs for partners and key stakeholders to track desk performance/make business decisions
The metrics and KPIs summarize key p&l indicators for various activities (agency/facilitation/delta hedging) of the desk, by collating
trade/book level p&l from OMS, Traders, Franchise Managers and Controllers, thus playing a key role in reconciling daily p&l and
capture/signal any deviations in a timely manner.
• Delivery of market share/client interest/trade flow Business Intelligence (BI) metrics in Tableau / SQL / Python
The BI dashboards serve as a real-time visual monitor for the Sales Traders/Traders, to track client activities, market share, stock unwind
performance and loss ratios. They serve as a one-stop interface to track business performance and aid senior management in key business
decisions and running the business on a day-to-day basis.
",No_Label
"O
",No_Label
"TCA vs Unwind Cost Analytics/Optimization
Leading continued improvements in risk unwind costs through unwind/hedge cost vs Transaction Cost analysis
Analysis of unwind cost while hedging the delta exposure from desk's positions and comparing with estimated Transaction Cost to flag
excess unwind cost on a continuous basis. The analyses help in tracking and proactively countering increasing loss ratios associated with
risk facilitation business, also helping deploy more hedges to offset any mounting unwind losses.
• Optimizing trading cost while unwinding risk from multiple desks, through netting and optimal unwind strategy selection.
The results of the analysis allow identifying/cornering any specific stocks/trades contributing excessively to the unwind costs, and thus help
choose the optimal unwind strategy. Such proactive measures lead to direct savings in terms of unwind costs in risk facilitation.
",No_Label
"Credit Suisse (Advanced Execution Services)
AVP, Quantitative Research & Modeling
",Work_Experience
"Mumbai, India
Jun'14-Jul'18
",Work_Experience
"Modeling Limit Order Fill Performance at US exchanges
• Modeled exchange specific fill times for US listed stocks and put forth recommendations for best intraday routing venues (for
optimal fill performance) for stocks of different ADVs.
• Used Time Series Modeling/Statistical Analysis to develop logic to post orders and analyze fill times intraday, by processing
months of historical TAQ data.
• Tools/platforms used: Python, Java, Tableau, Tick Data (TAQ/NBBO)
",No_Label
"Liquidity Shock Modeling (Deep Learning)
• Modeled the impact of liquidity shocks (large trades) in the market to study the reversion behavior of prices following the shock.
• Used Neural Networks to predict the post-shock quotes in the market, and hence the reversion behavior of stocks of different ADVS.
• Models/Tools: LSTM, Python, SQL, Historical TAQ data
",No_Label
"Impact Cost Modeling
• Improved the existing Model for Impact Cost by re-calibrating model parameters for pre- and post- recession (2008) times.
• Modeled impact cost terms of normalized trade size, participation rate and spread (bps) using a logistic function.
• Tools/platforms used: R, SQL, Tick Data (historical TAQ)
",No_Label
"Effect of Limit Prices on Algo Performance
• Modeled the impact of limit price variation on the total Implementation Shortfall for various algorithmic strategies.
• Analyzed the impact of opportunity cost on total iS cost as marketable spread increases, i.e. as the limit price is relaxed
Tools/platforms used: R, Tick Data (historical TAQ)
",No_Label
"Shortfall variation with trade size and participation rate
• Analyzed the change in implementation shortfall with increasing trade size as well as participation rate for liquidity-based strategies.
• Came up with the inflection points in the impact/reversion cost versus size/POV relationship for high/medium/low liquidity stocks.
Tools/platforms used: Python, Post-Trade TCA DB, SQL
",No_Label
".
",No_Label
"Morgan Stanley (Strats & Modeling).
Quantitative Associate, Risk/P&L Reporting & Automation
",Work_Experience
"Mumbai, India
Jul’12 - May'14
",Work_Experience
"0
",No_Label
"Senior V&V Engineer (Client - MetLife)
",Work_Experience
".
",No_Label
"Designed testing scenarios for End to End testing.
Reviewed requirements, specifications & technical design documents to provide timely & meaningful feedback.
Conducted testing & analyzed results & observations to development team.
Monitored debugging process results & investigated the causes of non-conforming services.
Directed onsite training for Business users to maximize productivity.
Reproduced defects & documented findings with RCA analysis & got it reviewed with the team.
Trained team members for testing standards, protocols, software tools like HP QC, Bugzilla, JIRA etc.
Wrote test cases & automated scripts using BPT module in HP ALM
Completed regression tests for testing success of bug fixes.
Validated technical feasibility of solutions for Existing Production Issues
Managed creative projects from concept to completion involving vendor teams like sunsetting desktop applications &
launching web applications as replacement.
",No_Label
"Credit Products Analytics
• Setup reports sent to Single Name Credit and portfolio businesses on a daily basis.
• Automated to trigger reports once the data dependency graph is satisfied, achieving STP in report generation.
• Also automated parsing of Bloomberg mails containing ETF and E-Trading data, indicating ETF performances and broker rankings.
• Tools/Platforms used: Python, VBA
",No_Label
".
",No_Label
